Domain,Questionnaire Number,Section Title,Variable name,Short Description,Values,Length,Precision,Scale,Long Description,Pre-selected variable?,Original CTS Variable Name (for questionnaire variables),,,
Questionnaire,Q5,Health,diab_diag_diet,Diabetes treated with diet when diagnosed,1=Diet,,,,31. Diabetes when first diagnosed was treated with diet. From the 5th CTS questionnaire (2012-2015).,,Q31B_2,,,
Questionnaire,Q5,Health,diab_diag_injec,Diabetes treated with injection when diagnosed,1=Injection,,,,31. Diabetes when first diagnosed was treated with injection. From the 5th CTS questionnaire (2012-2015).,,Q31B_3,,,
Questionnaire,Q5,Health,diab_diag_metfrm,Diabetes treated with metformin/glucophage when diagnosed,1=Metformin/Glucophage,,,,31. Diabetes when first diagnosed was treated with Metformin or Glucophage. From the 5th CTS questionnaire (2012-2015).,,Q31B_4,,,
Questionnaire,Q5,Health,diab_diag_othmed,Diabetes treated with another medication when diagnosed,1=Another medication,,,,31. Diabetes when first diagnosed was treated with another mediation. From the 5th CTS questionnaire (2012-2015).,,Q31B_5,,,
Questionnaire,Q5,Health,diab_diag_oth,Diabetes treated with other when diagnosed,1=Other,,,,31. Diabetes when first diagnosed was treated with other method not listed. From the 5th CTS questionnaire (2012-2015).,,Q31B_6,,,
Questionnaire,Q5,Health,diab_untreat_q5,Diabetes not treated currently,1=Not treated,,,,"31. Is your diabetes currently treated, this is answer of 'not treated'. From the 5th CTS questionnaire (2012-2015).",,Q31C_1,,,
Questionnaire,Q5,Health,diab_diet_q5,Diabetes treated with diet currently,1=Diet,,,,31. Diabetes is currently being treated with diet. From the 5th CTS questionnaire (2012-2015).,,Q31C_2,,,
Questionnaire,Q5,Health,diab_injec_q5,Diabetes treated with injection currently,1=Injection,,,,31. Diabetes is currently being treated with injection. From the 5th CTS questionnaire (2012-2015).,,Q31C_3,,,
Questionnaire,Q5,Health,diab_metfrm_q5,Diabetes treated with metformin/glucophage currently,1=Metformin/Glucophage,,,,31. Diabetes is currently being treated with Metformin or Glucophage. From the 5th CTS questionnaire (2012-2015).,,Q31C_4,,,
Questionnaire,Q5,Health,diab_othmed_q5,Diabetes treated with another medication currently,1=Another medication,,,,31. Diabetes is currently being treated with another medication. From the 5th CTS questionnaire (2012-2015).,,Q31C_5,,,
Questionnaire,Q5,Health,diab_oth_q5,Diabetes treated with other currently,1=Other,,,,31. Diabetes is currently being treated with other method not listed. From the 5th CTS questionnaire (2012-2015).,,Q31C_6,,,
Questionnaire,Q5,Health,diab_bldkit,Use diabetes blood glucose kit,"1=Yes, 0=No",,,,31. Do you use a blood glucose kit to monitor your blood glucose levels? From the 5th CTS questionnaire (2012-2015).,,Q31D_1,,,
Questionnaire,Q5,Health,diab_bldkit_freq,Frequency use diabetes blood glucose kit,"* 1=More than once a day, 2=Usually once a day, 3=Only occasionally",,,,31. Frequency of use of a blood glucose kit to monitor blood glucose levels? From the 5th CTS questionnaire (2012-2015).,,Q31D_2,,,
Questionnaire,Q5,Health,diab_a1c_last6mo,Diabetes hemoglobin a1c measured last 6 months,"1=Yes, 0=No",,,,31. Have you had your Hemoglobin A1C measured in the past 6 months? From the 5th CTS questionnaire (2012-2015).,,Q31E_1,,,
Questionnaire,Q5,Health,diab_a1c_score,Diabetes hemoglobin a1c score,"* 1=<6%, 2=6%-<7%, 3=7%-8%,4=Over 8%, 5=Don't know",,,,31. Hemoglobin A1C score as measured in the past 6 months. From the 5th CTS questionnaire (2012-2015).,,Q31E_2,,,
Questionnaire,Q5,Health,feel_nocompanion,Feel lack of companionship,"* 1=Hardly ever/never, 2=Some of the time, 3=Often",,,,32. How often do you feel that you lack companionship? From the 5th CTS questionnaire (2012-2015).,,Q32A,,,
Questionnaire,Q5,Health,feel_leftout_q5,Feel left out,"* 1=Hardly ever/never, 2=Some of the time, 3=Often",,,,32. How often do you feel left out? From the 5th CTS questionnaire (2012-2015).,,Q32B,,,
Questionnaire,Q5,Health,feel_isolated,Feel isolated from others,"* 1=Hardly ever/never, 2=Some of the time, 3=Often",,,,32. How often do you feel isolated from others? From the 5th CTS questionnaire (2012-2015).,,Q32C,,,
Questionnaire,Q5,Medical Imaging,mri_b4_1900,Mri before 1990,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,33. How many times have you had an MRI before 1990? From the 5th CTS questionnaire (2012-2015).,,Q33A_1990,,,
Questionnaire,Q5,Medical Imaging,mri_1900_99,Mri 1990-1999,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,33. How many times have you had an MRI between 1990-1999? From the 5th CTS questionnaire (2012-2015).,,Q33A_1999,,,
Questionnaire,Q5,Medical Imaging,mri_aft2000,Mri 2000 or later,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,33. How many times have you had an MRI 2000 or later? From the 5th CTS questionnaire (2012-2015).,,Q33A_2000,,,
Questionnaire,Q5,Medical Imaging,cthead_nevr,Never had any cat/pet scan of head,1=Never had,,,,"34. Have you ever had a CAT/PET scan of the head, this is answer of never. From the 5th CTS questionnaire (2012-2015).",,Q34A_1,,,
Questionnaire,Q5,Medical Imaging,cthead_b4_1900,Cat/pet scan of head before 1990,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,34. How many times have you had a CAT/PET scan of the head before 1990? From the 5th CTS questionnaire (2012-2015).,,Q34A_1990,,,
Questionnaire,Q5,Medical Imaging,cthead_1900_99,Cat/pet scan of head 1990-1999,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,34. How many times have you had a CAT/PET scan of the head between 1990- 1999? From the 5th CTS questionnaire (2012-2015).,,Q34A_1999,,,
Questionnaire,Q5,Medical Imaging,cthead_aft2000,Cat/pet scan of head 2000 or later,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,34. How many times have you had a CAT/PET scan of the head 2000 or later? From the 5th CTS questionnaire (2012-2015).,,Q34A_2000,,,
Questionnaire,Q5,Medical Imaging,ctneck_nevr,Never had any cat/pet scan of neck,1=Never had,,,,"34. Have you ever had a CAT/PET scan of the neck, this is answer of never. From the 5th CTS questionnaire (2012-2015).",,Q34B_1,,,
Questionnaire,Q5,Medical Imaging,ctneck_b4_1900,Cat/pet scan of neck before 1990,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,34. How many times have you had a CAT/PET scan of the neck before 1990? From the 5th CTS questionnaire (2012-2015).,,Q34B_1990,,,
Questionnaire,Q5,Medical Imaging,ctneck_1900_99,Cat/pet scan of neck 1990-1999,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,34. How many times have you had a CAT/PET scan of the neck between 1990- 1999? From the 5th CTS questionnaire (2012-2015).,,Q34B_1999,,,
Questionnaire,Q5,Medical Imaging,ctneck_aft2000,Cat/pet scan of neck 2000 or later,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,34. How many times have you had a CAT/PET scan of the neck 2000 or later? From the 5th CTS questionnaire (2012-2015).,,Q34B_2000,,,
Questionnaire,Q5,Medical Imaging,ctchest_nevr,Never had any cat/pet scan of chest,1=Never had,,,,"34. Have you ever had a CAT/PET scan of the chest, this is answer of never. From the 5th CTS questionnaire (2012-2015).",,Q34C_1,,,
Questionnaire,Q5,Medical Imaging,ctchest_b4_1900,Cat/pet scan of chest before 1990,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,34. How many times have you had a CAT/PET scan of the chest before 1990? From the 5th CTS questionnaire (2012-2015).,,Q34C_1990,,,
Questionnaire,Q5,Medical Imaging,ctchest_1900_99,Cat/pet scan of chest 1990-1999,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,34. How many times have you had a CAT/PET scan of the chest between 1990- 1999? From the 5th CTS questionnaire (2012-2015).,,Q34C_1999,,,
Questionnaire,Q5,Medical Imaging,ctchest_aft2000,Cat/pet scan of chest 2000 or later,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,34. How many times have you had a CAT/PET scan of the chest 2000 or later? From the 5th CTS questionnaire (2012-2015).,,Q34C_2000,,,
Questionnaire,Q5,Medical Imaging,ctspine_nevr,Never had any cat/pet scan of spine,1=Never had,,,,"34. Have you ever had a CAT/PET scan of the spine, this is answer of never. From the 5th CTS questionnaire (2012-2015).",,Q34D_1,,,
Questionnaire,Q5,Medical Imaging,ctspine_b4_1900,Cat/pet scan of spine before 1990,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,34. How many times have you had a CAT/PET scan of the spine before 1990? From the 5th CTS questionnaire (2012-2015).,,Q34D_1990,,,
Questionnaire,Q5,Medical Imaging,ctspine_1900_99,Cat/pet scan of spine 1990-1999,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,34. How many times have you had a CAT/PET scan of the spine between 1990- 1999? From the 5th CTS questionnaire (2012-2015).,,Q34D_1999,,,
Questionnaire,Q5,Medical Imaging,ctspine_aft2000,Cat/pet scan of spine 2000 or later,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,34. How many times have you had a CAT/PET scan of the spine 2000 or later? From the 5th CTS questionnaire (2012-2015).,,Q34D_2000,,,
Questionnaire,Q5,Medical Imaging,ctabdom_nevr,Never had any cat/pet scan of abdomen/pelvis,1=Never had,,,,"34. Have you ever had a CAT/PET scan of the abdomen/pelvis, this is answer of never. From the 5th CTS questionnaire (2012-2015).",,Q34E_1,,,
Questionnaire,Q5,Medical Imaging,ctabdom_b4_1900,Cat/pet scan of abdomen/pelvis before 1990,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,34. How many times have you had a CAT/PET scan of the abdomen/pelvis before 1990? From the 5th CTS questionnaire (2012-2015).,,Q34E_1990,,,
Questionnaire,Q5,Medical Imaging,ctabdom_1900_99,Cat/pet scan of abdomen/pelvis 1990-1999,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,34. How many times have you had a CAT/PET scan of the abdomen/pelvis between 1990-1999? From the 5th CTS questionnaire (2012-2015).,,Q34E_1999,,,
Questionnaire,Q5,Medical Imaging,ctabdom_aft2000,Cat/pet scan of abdomen/pelvis 2000 or later,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,34. How many times have you had a CAT/PET scan of the abdomen/pelvis 2000 or later? From the 5th CTS questionnaire (2012-2015).,,Q34E_2000,,,
Questionnaire,Q5,Medical Imaging,ctheart_nevr,Never had any cat/pet scan of heart angiography,1=Never had,,,,"34. Have you ever had a CAT/PET scan as a heart/angiography, this is answer of never. From the 5th CTS questionnaire (2012-2015).",,Q34F_1,,,
Questionnaire,Q5,Medical Imaging,ctheart_b4_1900,Cat/pet scan of heart angiography before 1990,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,34. How many times have you had a CAT/PET scan as a heart/angiography before 1990? From the 5th CTS questionnaire (2012-2015).,,Q34F_1990,,,
Questionnaire,Q5,Medical Imaging,ctheart_1900_99,Cat/pet scan of heart angiography 1990-1999,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,34. How many times have you had a CAT/PET scan as a heart/angiography between 1990-1999? From the 5th CTS questionnaire (2012-2015).,,Q34F_1999,,,
Questionnaire,Q5,Medical Imaging,ctheart_aft2000,Cat/pet scan of heart angiography 2000 or later,"* 0=0, 1=1-3, 2=4-7, 3=8-10,4=11+",,,,34. How many times have you had a CAT/PET scan as a hear/angiography 2000 or later? From the 5th CTS questionnaire (2012-2015).,,Q34F_2000,,,
Questionnaire,Q5,Medical Screening,mammo_ever_q5,Ever had mammogram,"* 1=Yes, 0=No",,,,35. Have you EVER had a screening  mammogram? From the 5th CTS questionnaire (2012-2015).,,Q35,,,
Questionnaire,Q5,Medical Screening,mammo_whenlast,When was last mammogram,"* 1=Less than 1 year ago, 2=1-2 years ago, 3=3 years ago, 4=4 or more years ago, 5=Don't know",,,,36. When was your LAST screening mammogram? From the 5th CTS questionnaire (2012-2015).,,Q36,,,
Questionnaire,Q5,Medical Screening,mammo_howoft,How often had mammogram over last 10 years,"* 1=Every year, 2=Every 2 years, 3=Every 3 years, 4=Other",,,,"37.  Over  the  last  10  years,  on  average,  how  often  did  you  have  a  screening mammogram? From the 5th CTS questionnaire (2012-2015).",,Q37,,,
Questionnaire,Q5,Medical Screening,breastsurg_ever,Ever had breast procedure,"* 1=Yes, 0=No",,,,"38. Have you ever had any of  the following breast procedures - a fine needle aspiration (FNA), core biopsy, or surgical biopsy? From the 5th CTS questionnaire (2012-2015).",,Q38A,,,
Questionnaire,Q5,Medical Screening,atypia_ever,Ever had atypical hyperplasia/atypia diagnosis,"* 1=Yes, 0=No",,,,"38. If yes (you had a FNA, core biopsy, or surgical biopsy), were you told you had a diagnosis of Atypical Hyperplasia or Atypia? From the 5th CTS questionnaire (2012-2015).",,Q38B,,,
Questionnaire,Q5,Medical Screening,atypia_diag_age,Age first diagnosed with atypical hyperplasia/atypia,written values see description column,,,,"38. Written answer for age first diagnosed with Atypical Hyperplasia or Atypia. The possibilities for each column are either a *, a blank, or a number. From the 5th CTS questionnaire (2012-2015).",,Q38C,,,
Questionnaire,Q5,Medical Screening,ct_colnscop_no,No (virtual) ct colonoscopy,1=No,,,,"39. Have you ever had a (Virtual) CT Colonoscopy, answer of no. From the 5th CTS questionnaire (2012-2015).",,Q39CTNO,,,
Questionnaire,Q5,Medical Screening,ct_colnscop_scrn,Yes (virtual) ct colonoscopy screening,"1=Yes, for screening",,,,"39. Have you ever had a (Virtual) CT Colonoscopy for screening, answer of yes . From the 5th CTS questionnaire (2012-2015).",,Q39CTSCREEN,,,
Questionnaire,Q5,Medical Screening,ct_colnscop_symp,Yes (virtual) ct colonoscopy symptoms,"1=Yes, for symptoms",,,,"39. Have you ever had a (Virtual) CT Colonoscopy for symptoms, answer of yes. From the 5th CTS questionnaire (2012-2015).",,Q39CTSYMPT,,,
Questionnaire,Q5,Medical Screening,ct_colnscop_age,Age at (virtual) ct colonoscopy,written values see description column,,,,"39. Written answer for age at most recent (Virtual) CT Colonoscopy. The possibilities for each column are either a *, a blank, or a number. From the 5th CTS questionnaire (2012-2015).",,Q39CTAGE,,,
Questionnaire,Q5,Medical Screening,colnscop_scrn,Yes colonoscopy screening,"1=Yes, for screening",,,,"39. Have you ever had a Colonoscopy for screening, answer of yes . From the 5th CTS questionnaire (2012-2015).",,Q39CSSCREEN,,,
Questionnaire,Q5,Medical Screening,colnscop_symp,Yes colonoscopy symptoms,"1=Yes, for symptoms",,,,"39. Have you ever had a Colonoscopy for symptoms, answer of yes. From the 5th CTS questionnaire (2012-2015).",,Q39CSSYMPT,,,
Questionnaire,Q5,Medical Screening,colnscop_age,Age at colonoscopy,written values see description column,,,,"39. Written answer for age at most recernt Colonoscopy. The possibilities for each column are either a *, a blank, or a number. From the 5th CTS questionnaire (2012-2015).",,Q39CSAGE,,,
Questionnaire,Q5,Medical Screening,sigmscop_scrn,Yes sigmoidoscopy screening,"1=Yes, for screening",,,,"39. Have you ever had a Sigmoidoscopy for screening, answer of yes . From the 5th CTS questionnaire (2012-2015).",,Q39SGSCREEN,,,
Questionnaire,Q5,Medical Screening,sigmscop_symp,Yes sigmoidoscopy symptoms,"1=Yes, for symptoms",,,,"39. Have you ever had a Sigmoidoscopy for symptoms, answer of yes. From the 5th CTS questionnaire (2012-2015).",,Q39SGSYMPT,,,
Questionnaire,Q5,Medical Screening,sigmscop_age,Age at sigmoidoscopy,written values see description column,,,,"39. Written answer for age at most recent Sigmoidoscopy, The possibilities for each column are either a *, a blank, or a number. From the 5th CTS questionnaire (2012-2015).",,Q39SGAGE,,,
Questionnaire,Q5,Medical Screening,result_colnpoly,Benign colon polyp procedure outcome,1=Benign colon polyp,,,,40. Outcome of a colonoscopy or sigmoidoscopy was a benign colon polyp. From the 5th CTS questionnaire (2012-2015).,,Q40A,,,
Questionnaire,Q5,Medical Screening,result_rectpoly,Benign rectal polyp procedure outcome,1=Benign rectal polyp,,,,40. Outcome of a colonoscopy or sigmoidoscopy was a benign rectal polyp. From the 5th CTS questionnaire (2012-2015).,,Q40B,,,
Questionnaire,Q5,Medical Screening,result_colnca,Colon/rectal cancer procedure outcome,1=Colon or rectal cancer,,,,40. Outcome of a colonoscopy or sigmoidoscopy was colon or rectal cancer. From the 5th CTS questionnaire (2012-2015).,,Q40C,,,
Questionnaire,Q5,Medical Screening,result_none,None of these procedure outcome,1=None of these,,,,40. Outcome of a colonoscopy or sigmoidoscopy was something not listed. From the 5th CTS questionnaire (2012-2015).,,Q40D,,,
Questionnaire,Q5,Medical Screening,result_dk,Dont know procedure outcome,1=Don't know,,,,40. Outcome of a colonoscopy or sigmoidoscopy was unknown. From the 5th CTS questionnaire (2012-2015).,,Q40E,,,
Questionnaire,Q5,Vitamin and Supplement,mulvit_howoft_q5,How often multivitamins,"* 0=Don't take, 1=1-3 days/week, 2=4-6, 3=Every day",,,,41. During the  past year  how often have you taken multi-vitamin supplements regularly (at least once a week)? From the 5th CTS questionnaire (2012-2015).,,Q41A_1,,,
Questionnaire,Q5,Vitamin and Supplement,mulvit_yrs_q5,How many years multivitamins,"* 0=Less than 1 year, 1=1, 2=2,3=3-4, 4=5-9, 5=10+",,,,41. For how many years have you taken multi-vitamin supplements regularly (at least once a week)? From the 5th CTS questionnaire (2012-2015).,,Q41A_2,,,
Questionnaire,Q5,Vitamin and Supplement,b12_howoft,How often vitamin b12,"* 0=Don't take, 1=1-3 days/week, 2=4-6, 3=Every day",,,,41. During the  past year how often have you taken vitamin B12 as a single supplement regularly (at least once a week)? From the 5th CTS questionnaire (2012-2015).,,Q41B_1,,,
Questionnaire,Q5,Vitamin and Supplement,b12_yrs,How many years vitamin b12,"* 0=Less than 1 year, 1=1, 2=2,3=3-4, 4=5-9, 5=10+",,,,41. For how many years have you taken vitamin B12 as a single supplement regularly (at least once a week)? From the 5th CTS questionnaire (2012-2015).,,Q41B_2,,,
Questionnaire,Q5,Vitamin and Supplement,calcium_vitd_howoft,How often calcium/vitamin d,"* 0=Don't take, 1=1-3 days/week, 2=4-6, 3=Every day",,,,41. During the  past year  how often have you taken calcium and vitamin D as a single supplement regularly (at least once a week)? From the 5th CTS questionnaire (2012-2015).,,Q41C_1,,,
Questionnaire,Q5,Vitamin and Supplement,calcium_vitd_yrs,How many years calcium/vitamin d,"* 0=Less than 1 year, 1=1, 2=2,3=3-4, 4=5-9, 5=10+",,,,41. For how many years have you taken calcium and vitamin D as a single supplement regularly (at least once a week)? From the 5th CTS questionnaire (2012-2015).,,Q41C_2,,,
Questionnaire,Q5,Vitamin and Supplement,vitd3_howoft,How often vitamin d3,"* 0=Don't take, 1=1-3 days/week, 2=4-6, 3=Every day",,,,41. During the  past year how often have you taken vitamin D3 as a single supplement regularly (at least once a week)? From the 5th CTS questionnaire (2012-2015).,,Q41D_1,,,
Questionnaire,Q5,Vitamin and Supplement,vitd4_yrs,How many years vitamin d3,"* 0=Less than 1 year, 1=1, 2=2,3=3-4, 4=5-9, 5=10+",,,,41. For how many years have you taken vitamin D3 as a single supplement regularly (at least once a week)? From the 5th CTS questionnaire (2012-2015).,,Q41D_2,,,
Questionnaire,Q5,Vitamin and Supplement,calcium_howoft_q5,How often calcium,"* 0=Don't take, 1=1-3 days/week, 2=4-6, 3=Every day",,,,41. During the past year  how often have you taken calcium as a single  supplement regularly (at least once a week)? From the 5th CTS questionnaire (2012-2015).,,Q41E_1,,,
Questionnaire,Q5,Vitamin and Supplement,calcium_yrs_q5,How many years calcium,"* 0=Less than 1 year, 1=1, 2=2,3=3-4, 4=5-9, 5=10+",,,,41. For how many years have you taken calcium as a single supplement regularly (at least once a week)? From the 5th CTS questionnaire (2012-2015).,,Q41E_2,,,
Questionnaire,Q5,Vitamin and Supplement,niacin_howoft,How often niacin,"* 0=Don't take, 1=1-3 days/week, 2=4-6, 3=Every day",,,,41. During the past year how often have you taken niacin as a single supplement regularly (at least once a week)? From the 5th CTS questionnaire (2012-2015).,,Q41F_1,,,
Questionnaire,Q5,Vitamin and Supplement,niacin_yrs,How many years niacin,"* 0=Less than 1 year, 1=1, 2=2,3=3-4, 4=5-9, 5=10+",,,,41. For how many years have you taken niacin as a single supplement regularly (at least once a week)? From the 5th CTS questionnaire (2012-2015).,,Q41F_2,,,
Questionnaire,Q5,Vitamin and Supplement,omega3_howoft,How often omega-3 fatty acids,"* 0=Don't take, 1=1-3 days/week, 2=4-6, 3=Every day",,,,41. During the past year how often have you taken omega-3 fatty acids as single supplement regularly (at least once a week)? From the 5th CTS questionnaire (2012-2015).,,Q41G_1,,,
Questionnaire,Q5,Vitamin and Supplement,omega3_yrs,How many years omega-3 fatty acids,"* 0=Less than 1 year, 1=1, 2=2,3=3-4, 4=5-9, 5=10+",,,,41. For how many years have you taken omega-3 fatty acids as a single supplement regularly (at least once a week)? From the 5th CTS questionnaire (2012-2015).,,Q41G_2,,,
Questionnaire,Q5,Vitamin and Supplement,soypill_howoft,How often soy pills,"* 0=Don't take, 1=1-3 days/week, 2=4-6, 3=Every day",,,,41. During the past year  how often have you taken soy pills as a single supplement regularly (at least once a week)? From the 5th CTS questionnaire (2012-2015).,,Q41H_1,,,
Questionnaire,Q5,Vitamin and Supplement,soypill_yrs,How many years soy pills,"* 0=Less than 1 year, 1=1, 2=2,3=3-4, 4=5-9, 5=10+",,,,41. For how many years have you taken soy pills as a single supplement regularly (at least once a week)? From the 5th CTS questionnaire (2012-2015).,,Q41H_2,,,
Questionnaire,Q5,Vitamin and Supplement,chondro_howoft,How often chondroitin/glucosamine,"* 0=Don't take, 1=1-3 days/week, 2=4-6, 3=Every day",,,,41. During the past year how often have you taken chondrotin and/or glucosamine as a single supplement regularly (at least once a week)? From the 5th CTS questionnaire (2012-2015).,,Q41I_1,,,
Questionnaire,Q5,Vitamin and Supplement,chondro_yrs,How many years chondroitin/glucosamine,"* 0=Less than 1 year, 1=1, 2=2,3=3-4, 4=5-9, 5=10+",,,,41. For how many years have you taken chondroitin and/or glucosamine as a single supplement regularly (at least once a week)? From the 5th CTS questionnaire (2012-2015).,,Q41I_2,,,
Questionnaire,Q5,Vitamin and Supplement,vitd3_howmch,How much vitamin d3,"* 1=400 IU, 2=800-1000, 3=2000,4=4000 or more",,,,"42. If you take vitamin D3 as a single supplement, how much vitamin d3 do you take each time you take it? From the 5th CTS questionnaire (2012-2015).",,Q42,,,
Questionnaire,Q5,Medical Condition,hbp_diag_q5,Hypertension diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had hypertension? From the 5th CTS questionnaire (2012-2015).,,Q43A_TYPE,,,
Questionnaire,Q5,Medical Condition,hbp_diag_age,Age at hypertension diagnosis,"* 1=<35 years, 2=35-49, 3=50-64,4=65-74, 5=75+",,,,43. How old were you when you were first told you had hypertension? From the 5th CTS questionnaire (2012-2015).,,Q43A_AGE,,,
Questionnaire,Q5,Medical Condition,hbp_medever_q5,Ever medication for hypertension diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for hypertension? From the 5th CTS questionnaire (2012-2015).,,Q43A_EVER,,,
Questionnaire,Q5,Medical Condition,hbp_currmed_q5,Current medication for hypertension diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for hypertension? From the 5th CTS questionnaire (2012-2015).,,Q43A_CUR,,,
Questionnaire,Q5,Medical Condition,hrtatk_diag_q5,Heart attack diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had a heart attack? From the 5th CTS questionnaire (2012-2015).,,Q43B_TYPE,,,
Questionnaire,Q5,Medical Condition,hrtatk_diag_age,Age at heart attack diagnosis,"* 1=<35 years, 2=35-49, 3=50-64,4=65-74, 5=75+",,,,43. How old were you when you were first told you had a heart attack? From the 5th CTS questionnaire (2012-2015).,,Q43B_AGE,,,
Questionnaire,Q5,Medical Condition,hrtatk_medever,Ever medication for heart attack diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for a heart attack? From the 5th CTS questionnaire (2012-2015).,,Q43B_EVER,,,
Questionnaire,Q5,Medical Condition,hrtatk_currmed,Current medication for heart attack diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for a heart attack? From the 5th CTS questionnaire (2012-2015).,,Q43B_CUR,,,
Questionnaire,Q5,Medical Condition,stroke_diag_q5,Stroke diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had a stroke? From the 5th CTS questionnaire (2012-2015).,,Q43C_TYPE,,,
Questionnaire,Q5,Medical Condition,stroke_medever,Ever medication for stroke diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for a stroke? From the 5th CTS questionnaire (2012-2015).,,Q43C_EVER,,,
Questionnaire,Q5,Medical Condition,stroke_currmed,Current medication for stroke diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for a stroke? From the 5th CTS questionnaire (2012-2015).,,Q43C_CUR,,,
Questionnaire,Q5,Medical Condition,dvt_diag_q5,Deep venous thrombosis diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had a deep vein thrombosis? From the 5th CTS questionnaire (2012-2015).,,Q43D_TYPE,,,
Questionnaire,Q5,Medical Condition,dvt_medever_q5,Ever medication for deep venous thrombosis diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for a deep vein thrombosis? From the 5th CTS questionnaire (2012-2015).,,Q43D_EVER,,,
Questionnaire,Q5,Medical Condition,dvt_currmed_q5,Current medication for deep venous thrombosis diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for a deep vein thrombosis? From the 5th CTS questionnaire (2012-2015).,,Q43D_CUR,,,
Questionnaire,Q5,Medical Condition,copd_diag_q5,Copd diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had COPD? From the 5th CTS questionnaire (2012-2015).,,Q43E_TYPE,,,
Questionnaire,Q5,Medical Condition,copd_medever,Ever medication for copd diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for COPD? From the 5th CTS questionnaire (2012-2015).,,Q43E_EVER,,,
Questionnaire,Q5,Medical Condition,copd_currmed,Current medication for copd diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for COPD? From the 5th CTS questionnaire (2012-2015).,,Q43E_CUR,,,
Questionnaire,Q5,Medical Condition,osteop_diag_q5,Osteoporosis diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had osteoporosis? From the 5th CTS questionnaire (2012-2015).,,Q43F_TYPE,,,
Questionnaire,Q5,Medical Condition,osteop_medever_q5,Ever medication for osteoporosis diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for osteoporosis? From the 5th CTS questionnaire (2012-2015).,,Q43F_EVER,,,
Questionnaire,Q5,Medical Condition,osteop_currmed_q5,Current medication for osteoporosis diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for osteoporosis? From the 5th CTS questionnaire (2012-2015).,,Q43F_CUR,,,
Questionnaire,Q5,Medical Condition,pneu_diag_q5,Pneumonia diagnosis,"* 0=No, 1=Yes, 2=Don't know",,,,43. Has a health professional ever told you that you had pneumonia? From the 5th CTS questionnaire (2012-2015).,,Q43G_TYPE,,,
Questionnaire,Q5,Medical Condition,pneu_medever,Ever medication for pneumonia diagnosis,"* 1=Yes, 0=No",,,,43. Have you ever taken medication for pneumonia? From the 5th CTS questionnaire (2012-2015).,,Q43G_EVER,,,
Questionnaire,Q5,Medical Condition,pneu_currmed,Current medication for pneumonia diagnosis,"* 1=Yes, 0=No",,,,43. Are you currently taking medication for pneumonia? From the 5th CTS questionnaire (2012-2015).,,Q43G_CUR,,,
