Questionnarie,Section,Variable name,Label,Data type,Answer_Choice_Key,Values,Length,Precision,Scale,Description,Pre-selected variables,Participant characteristics,Anthropomorphic measurements,Employment,Environment,Residency,Oral contraceptives,Pregnancy,Medications,Female health history,Menopause/menstrual Periods,Female surgery,Menopausal hormone therapy,X-Rays imaging and radiation,Personal medical history,Personal history of cancer,Family history of cancer,Family history of other medical conditions,Children's health history,Mammograms and other health screenings,Physical activity,Vitamins,Diet,Alcohol use,Smoking,Secondhand smoke,Happiness and social support,Cognitive status,Sleep habits,Medicinal cannabis,Sexual orientation,Financial stress
Q5,MEDICAL CONDITIONS,Q43b_Age,Q43 AGE AT HEART ATTACK DIAGNOSIS,Char,4998,"* 1=<35 years, 2=35-49, 3=50-64, 4=65-74, 5=75+",1,,,Q43 How old were you when you were first told you had a heart attack?,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43b_Ever,Q43 EVER MEDICATION FOR HEART ATTACK DIAGNOSIS,Char,4999,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for a heart attack?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43b_Cur,Q43 CURRENT MEDICATION FOR HEART ATTACK DIAGNOSIS,Char,5000,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for a heart attack?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43c_Ever,Q43 EVER MEDICATION FOR STROKE DIAGNOSIS,Char,5003,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for a stroke?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43c_Cur,Q43 CURRENT MEDICATION FOR STROKE DIAGNOSIS,Char,5004,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for a stroke?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43d_Ever,Q43 EVER MEDICATION FOR DEEP VENOUS THROMBOSIS DIAGNOSIS,Char,5007,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for a deep vein thrombosis?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43d_Cur,Q43 CURRENT MEDICATION FOR DEEP VENOUS THROMBOSIS DIAGNOSIS,Char,5008,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for a deep vein thrombosis?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43e_Ever,Q43 EVER MEDICATION FOR COPD DIAGNOSIS,Char,5011,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for COPD?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43e_Cur,Q43 CURRENT MEDICATION FOR COPD DIAGNOSIS,Char,5012,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for COPD?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43f_Ever,Q43 EVER MEDICATION FOR OSTEOPOROSIS DIAGNOSIS,Char,5015,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for osteoporosis?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43f_Cur,Q43 CURRENT MEDICATION FOR OSTEOPOROSIS DIAGNOSIS,Char,5016,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for osteoporosis?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43g_Ever,Q43 EVER MEDICATION FOR PNEUMONIA DIAGNOSIS,Char,5019,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for pneumonia?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43g_Cur,Q43 CURRENT MEDICATION FOR PNEUMONIA DIAGNOSIS,Char,5020,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for pneumonia?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43h_Ever,Q43 EVER MEDICATION FOR PARKINSONS DIAGNOSIS,Char,5023,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for Parkinson's disease?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43h_Cur,Q43 CURRENT MEDICATION FOR PARKINSONS DIAGNOSIS,Char,5024,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for Parkinson's disease?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43i_Ever,Q43 EVER MEDICATION FOR DEPRESSION DIAGNOSIS,Char,5027,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for depression?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43i_Cur,Q43 CURRENT MEDICATION FOR DEPRESSION DIAGNOSIS,Char,5028,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for depression?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43j_Ever,Q43 EVER MEDICATION FOR SHINGLES DIAGNOSIS,Char,5031,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for shingles?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43j_Cur,Q43 CURRENT MEDICATION FOR SHINGLES DIAGNOSIS,Char,5032,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for shingles?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43k_Ever,Q43 EVER MEDICATION FOR ULCER DIAGNOSIS,Char,5035,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for an ulcer?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43k_Cur,Q43 CURRENT MEDICATION FOR ULCER DIAGNOSIS,Char,5036,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for an ulcer?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43l_Ever,Q43 EVER MEDICATION FOR KIDNEY STONES DIAGNOSIS,Char,5039,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for kidney stones?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43l_Cur,Q43 CURRENT MEDICATION FOR KIDNEY STONES DIAGNOSIS,Char,5040,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for kidney stones?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43m_Ever,Q43 EVER MEDICATION FOR KIDNEY DISEASE DIAGNOSIS,Char,5043,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for kidney disease?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43m_Cur,Q43 CURRENT MEDICATION FOR KIDNEY DISEASE DIAGNOSIS,Char,5044,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for kidney disease?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43n_Ever,Q43 EVER MEDICATION FOR CHRONIC FATIGUE SYNDROME DIAGNOSIS,Char,5047,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for chronic fatigue syndrome?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43n_Cur,Q43 CURRENT MEDICATION FOR CHRONIC FATIGUE SYNDROME DIAGNOSIS,Char,5048,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for chronic fatigue syndrome?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43o_Ever,Q43 EVER MEDICATION FOR OSTEOARTHRITIS DIAGNOSIS,Char,5051,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for osteoarthritis?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43o_Cur,Q43 CURRENT MEDICATION FOR OSTEOARTHRITIS DIAGNOSIS,Char,5052,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for osteoarthritis?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43p_Ever,Q43 EVER MEDICATION FOR RHEUMATOID ARTHRITIS DIAGNOSIS,Char,5055,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for rheumatoid arthritis?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43p_Cur,Q43 CURRENT MEDICATION FOR RHEUMATOID ARTHRITIS DIAGNOSIS,Char,5056,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for rheumatoid arthritis?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43q_Ever,Q43 EVER MEDICATION FOR SLE/LUPUS DIAGNOSIS,Char,5059,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for lupus?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43q_Cur,Q43 CURRENT MEDICATION FOR SLE/LUPUS DIAGNOSIS,Char,5060,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for lupus?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43r_Ever,Q43 EVER MEDICATION FOR IBD/CROHNS DIAGNOSIS,Char,5063,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for IBD or Crohn's disease?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43r_Cur,Q43 CURRENT MEDICATION FOR IBD/CROHNS DIAGNOSIS,Char,5064,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for IBD or Crohn's disease?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43s_Ever,Q43 EVER MEDICATION FOR MULTIPLE SCLEROSIS DIAGNOSIS,Char,5067,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for multiple sclerosis?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43s_Cur,Q43 CURRENT MEDICATION FOR MULTIPLE SCLEROSIS DIAGNOSIS,Char,5068,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for multiple sclerosis?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43t_Ever,Q43 EVER MEDICATION FOR PSORIASIS DIAGNOSIS,Char,5071,"* 1=Yes, 0=No",1,,,Q43 Have you ever taken medication for psoriasis?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MEDICAL CONDITIONS,Q43t_Cur,Q43 CURRENT MEDICATION FOR PSORIASIS DIAGNOSIS,Char,5072,"* 1=Yes, 0=No",1,,,Q43 Are you currently taking medication for psoriasis?,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
Q5,MENOPAUSAL HORMONE THERAPY,Q27a,Q27 USE OF HORMONES SINCE 2005,Char,4871,"1=Yes, 0=No",1,,,"Q27 Since  2005 , have you used prescription female hormones (Not including oral contraceptives):",,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q5,MENOPAUSAL HORMONE THERAPY,Q27b,Q27 YEARS OF HORMONE USE SINCE 2005,Char,4872,"1=<1 year, 2=1-2, 3=3-4, 4=5-6, 5=7+, 6=Don't know",1,,,Q27 How many years in total did you use prescription female hormones since  January 2005?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q5,MENOPAUSAL HORMONE THERAPY,Q27c_1,Q27 USED CONJUGATED ESTROGENS SINCE 2005,Char,4873,1=Conjugated estrogen,1,,,Q27 Did you use conjugated estrogens?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q5,MENOPAUSAL HORMONE THERAPY,Q27d_1,Q27 USED ESTRADIOL SINCE 2005,Char,4875,1=Estradiol,1,,,Q27 Did you use estradiol?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q5,MENOPAUSAL HORMONE THERAPY,Q28a,Q28 USE PILLS (HORMONES) SINCE 2005,Char,4878,1=Pills,1,,,Q28 Where the female hormones used in pill form?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q5,MENOPAUSAL HORMONE THERAPY,Q28b,Q28 ESTROGEN TYPE PILLS SINCE 2005,Char,4879,1=Estrogen,1,,,Q28 Where the female hormone pills used an estrogen?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q5,MENOPAUSAL HORMONE THERAPY,Q28c,Q28 PROGESTERONE TYPE PILLS SINCE 2005,Char,4880,1=Progesterone/progestin,1,,,Q28 Where the female hormone pills used a progesterone/progestin?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q5,MENOPAUSAL HORMONE THERAPY,Q28d,Q28 COMBINED TYPE PILLS (HORMONES) SINCE 2005,Char,4881,1=Combined (estrogen+progesterone),1,,,Q28 Where the female hormone pills used combined estrogen plus progesterone/progestin?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q5,MENOPAUSAL HORMONE THERAPY,Q28e,Q28 CURRENT USE OF PILLS (HORMONES),Char,4882,"* 1=Yes, 0=No",1,,,Q28 Are you currently using female hormones in  pill form?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q5,MENOPAUSAL HORMONE THERAPY,Q29a,Q29 COMBINED TYPE PILLS (HORMONES) CURRENTLY USING,Char,4892,"* 1=Prempro (beige), 2=Prempro (gold), 3=Prempro (peach), 4=Prempro (light blue), 5=Premphase (maroon&blue), 6=Femhrt (white)",1,,,Q29 The type of combined hormone pills respondent is currently using.,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q5,MENOPAUSAL HORMONE THERAPY,Q29d,Q29 ESTROGEN CURRENTLY USING,Char,4895,"* 1=Oral premarin/conjugated estrogens, 2=Oral estrace/estrodiol, 3=Estrogen gels/creams, 4=Patch estrogen, 5=Vaginal estrogen creams/gels, 6=Other",1,,,Q29 The type of estrogen respondent is currently using.,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q5,MENOPAUSAL HORMONE THERAPY,Q29f,Q29 PROGESTERONE CURRENTLY USING,Char,4897,"* 1=Provera/Cycrin, 2=Micronized, 3=Other",1,,,Q29 The type of progesterone/progestin respondent is currently using.,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q5,MENOPAUSAL HORMONE THERAPY,Q30,Q30 EVER USED BIO-IDENTICAL HORMONES,Char,4900,"* 1=Yes, 0=No",1,,,Q30 Have you EVER used bio-identical hormones (these are hormones from a compounding pharmacy)?,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31_1,Q31 EVER TOLD YOU HAVE DIABETES,Char,4901,"* 1=Yes, 0=No",1,,,Q31 Has a health professional ever told you that you have diabetes? ,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31_2,Q31 TYPE OF DIABETES,Char,4902,"* 1=Type I, 2=Type II",1,,,"Q31 Which type of diabetes do you have: Type I (also known as insulin-dependent diabetes or IDDM)
 Type II (also known as non-insulin dependent diabetes or NIDDM)",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31a,Q31 AGE DIAGNOSED WITH DIABETES,Char,4903,written values see description column,2,,,"Q31 Written answer for ""How old were you when you were diagnosed with diabetes""? The possibilities for each column are either a *, a blank, or a number. ",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31b_1,Q31 DIABETES NOT TREATED WHEN DIAGNOSED,Char,4904,1=Not treated,1,,,"Q31 Was your diabetes treated when you were first diagnosis, this is answer of 'not treated'.",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31b_2,Q31 DIABETES TREATED WITH DIET WHEN DIAGNOSED,Char,4905,1=Diet,1,,,Q31 Diabetes when first diagnosed was treated with diet. ,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31b_3,Q31 DIABETES TREATED WITH INJECTION WHEN DIAGNOSED,Char,4906,1=Injection,1,,,Q31 Diabetes when first diagnosed was treated with injection. ,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31b_4,Q31 DIABETES TREATED WITH METFORMIN/GLUCOPHAGE WHEN DIAGNOSED,Char,4907,1=Metformin/Glucophage,1,,,Q31 Diabetes when first diagnosed was treated with Metformin or Glucophage. ,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31b_5,Q31 DIABETES TREATED WITH ANOTHER MEDICATION WHEN DIAGNOSED,Char,4908,1=Another medication,1,,,Q31 Diabetes when first diagnosed was treated with another mediation. ,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31b_6,Q31 DIABETES TREATED WITH OTHER WHEN DIAGNOSED,Char,4909,1=Other  ,1,,,Q31 Diabetes when first diagnosed was treated with other method not listed. ,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31c_1,Q31 DIABETES NOT TREATED CURRENTLY,Char,4910,1=Not treated,1,,,"Q31 Is your diabetes currently treated, this is answer of 'not treated'.",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31c_2,Q31 DIABETES TREATED WITH DIET CURRENTLY,Char,4911,1=Diet,1,,,Q31 Diabetes is currently being treated with diet.,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31c_3,Q31 DIABETES TREATED WITH INJECTION CURRENTLY,Char,4912,1=Injection,1,,,Q31 Diabetes is currently being treated with injection.,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31c_4,Q31 DIABETES TREATED WITH METFORMIN/GLUCOPHAGE CURRENTLY,Char,4913,1=Metformin/Glucophage,1,,,Q31 Diabetes is currently being treated with Metformin or Glucophage.,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31c_5,Q31 DIABETES TREATED WITH ANOTHER MEDICATION CURRENTLY,Char,4914,1=Another medication,1,,,Q31 Diabetes is currently being treated with another medication.,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31c_6,Q31 DIABETES TREATED WITH OTHER CURRENTLY,Char,4915,1=Other  ,1,,,Q31 Diabetes is currently being treated with other method not listed.,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31d_1,Q31 USE DIABETES BLOOD GLUCOSE KIT,Char,4916,"1=Yes, 0=No",1,,,Q31 Do you use a blood glucose kit to monitor your blood glucose levels?,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31d_2,Q31 FREQUENCY USE DIABETES BLOOD GLUCOSE KIT,Char,4917,"* 1=More than once a day, 2=Ususally once a day, 3=Only occasionally",1,,,Q31 Frequency of use of a blood glucose kit to monitor blood glucose levels?,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31e_1,Q31 DIABETES HEMOGLOBIN A1C MEASURED LAST 6 MONTHS,Char,4918,"1=Yes, 0=No",1,,,Q31 Have you had your Hemoglobin A1C measured in the past 6 months?,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q31e_2,Q31 DIABETES HEMOGLOBIN A1C SCORE,Char,4919,"* 1=<6%, 2=6%-<7%, 3=7%-8%, 4=Over 8%, 5=Don't know",1,,,Q31 Hemoglobiin A1C score as measured in the past 6 months.,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Q5,HEALTH,Q32a,Q32 FEEL LACK OF COMPANIONSHIP,Char,4920,"* 1=Hardly ever/never, 2=Some of the time, 3=Often",1,,,Q32 How often do you feel that you lack companionship? ,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Q5,HEALTH,Q32b,Q32 FEEL LEFT OUT,Char,4921,"* 1=Hardly ever/never, 2=Some of the time, 3=Often",1,,,Q32 How often do you feel left out?,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Q5,HEALTH,Q32c,Q32 FEEL ISOLATED FROM OTHERS,Char,4922,"* 1=Hardly ever/never, 2=Some of the time, 3=Often",1,,,Q32 How often do you feel isolated from others?,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Q5,MEDICAL SCREENING,Q35,Q35 EVER HAD MAMMOGRAM,Char,4951,"* 1=Yes, 0=No",1,,,Q35 Have you EVER had a screening  mammogram?,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q5,MEDICAL SCREENING,Q36,Q36 WHEN WAS LAST MAMMOGRAM,Char,4952,"* 1=Less than 1 year ago, 2=1-2 years ago, 3=3 years ago, 4=4 or more years ago, 5=Don't know",1,,,Q36 When was your LAST screening mammogram?,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q5,MEDICAL SCREENING,Q37,Q37 HOW OFTEN HAD MAMMOGRAM OVER LAST 10 YEARS,Char,4953,"* 1=Every year, 2=Every 2 years, 3=Every 3 years, 4=Other",1,,,"Q37 Over the last 10 years, on average, how often did you have a screening mammogram? ",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q5,MEDICAL SCREENING,Q38a,Q38 EVER HAD BREAST PROCEDURE,Char,4954,"* 1=Yes, 0=No",1,,,"Q38 Have you EVER  had any of the following breast procedures: a fine needle aspiration (FNA), core biopsy, or surgical biopsy?",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q5,MEDICAL SCREENING,Q38b,Q38 EVER HAD ATYPICAL HYPERPLASIA/ATYPIA DIAGNOSIS,Char,4955,"* 1=Yes, 0=No",1,,,"Q38 If yes (you had a FNA, core biopsy, or surgical biopsy), were you told you had a diagnosis of Atypical Hyperplasia or Atypia?",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q5,MEDICAL SCREENING,Q38c,Q38 AGE FIRST DIAGNOSED WITH ATYPICAL HYPERPLASIA/ATYPIA,Char,4956,written values see description column,2,,,"Q38 Written answer for age first diagnosed with Atypical Hyperplasia or Atypia. The possibilities for each column are either a *, a blank, or a number.",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q5,MEDICAL SCREENING,Q39CTscreen,Q39 YES (VIRTUAL) CT COLONOSCOPY SCREENING,Char,4958,"1=Yes, for screening",1,,,"Q39 Have you ever had a (Virtual) CT Colonoscopy for screening, answer of yes . ",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q5,MEDICAL SCREENING,Q39CTsympt,Q39 YES (VIRTUAL) CT COLONOSCOPY SYMPTOMS,Char,4959,"1=Yes, for symptoms",1,,,"Q39 Have you ever had a (Virtual) CT Colonoscopy for symptoms, answer of yes. ",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q5,MEDICAL SCREENING,Q39CSscreen,Q39 YES COLONOSCOPY SCREENING,Char,4962,"1=Yes, for screening",1,,,"Q39 Have you ever had a Colonoscopy for screening, answer of yes . ",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q5,MEDICAL SCREENING,Q39CSsympt,Q39 YES COLONOSCOPY SYMPTOMS,Char,4963,"1=Yes, for symptoms",1,,,"Q39 Have you ever had a Colonoscopy for symptoms, answer of yes. ",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q5,MEDICAL SCREENING,Q39SGscreen,Q39 YES SIGMOIDOSCOPY SCREENING,Char,4966,"1=Yes, for screening",1,,,"Q39 Have you ever had a Sigmoidoscopy for screening, answer of yes . ",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q5,MEDICAL SCREENING,Q39SGsympt,Q39 YES SIGMOIDOSCOPY SYMPTOMS,Char,4967,"1=Yes, for symptoms",1,,,"Q39 Have you ever had a Sigmoidoscopy for symptoms, answer of yes. ",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q5,MEDICAL SCREENING,Q40a,Q40 BENIGN COLON POLYP PROCEDURE OUTCOME,Char,4969,1=Benign colon polyp,1,,,Q40 Outcome of a colonoscopy or sigmoidoscopy was a benign colon polyp.,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q5,MEDICAL SCREENING,Q40b,Q40 BENIGN RECTAL POLYP PROCEDURE OUTCOME,Char,4970,1=Benign rectal polyp,1,,,Q40 Outcome of a colonoscopy or sigmoidoscopy was a benign rectal polyp.,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q5,MEDICAL SCREENING,Q40c,Q40 COLON/RECTAL CANCER PROCEDURE OUTCOME,Char,4971,1=Colon or rectal cancer,1,,,Q40 Outcome of a colonoscopy or sigmoidoscopy was colon or rectal cancer.,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q5,MEDICAL SCREENING,Q40d,Q40 NONE OF THESE PROCEDURE OUTCOME,Char,4972,1=None of these,1,,,Q40 Outcome of a colonoscopy or sigmoidoscopy was something not listed.,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q5,MEDICAL SCREENING,Q40e,Q40 DONT KNOW PROCEDURE OUTCOME,Char,4973,1=Don't know,1,,,Q40 Outcome of a colonoscopy or sigmoidoscopy was unknown.,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Q5,VITAMINS and SUPPLEMENTS,Q41a_1,Q41 HOW OFTEN MULTIVITAMINS,Char,4974,"* 0=Don't take, 1=1-3 days/week, 2=4-6, 3=Every day",1,,,Q41 During the  past year  how often have you taken multi-vitamin supplements regularly (at least once a week)?,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q5,VITAMINS and SUPPLEMENTS,Q41a_2,Q41 HOW MANY YEARS MULTIVITAMINS,Char,4975,"* 0=Less than 1 year, 1=1, 2=2, 3=3-4, 4=5-9, 5=10+",1,,,Q41 For how many years have you taken multi-vitamin supplements regularly (at least once a week)?,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q5,VITAMINS and SUPPLEMENTS,Q41b_1,Q41 HOW OFTEN VITAMIN B12,Char,4976,"* 0=Don't take, 1=1-3 days/week, 2=4-6, 3=Every day",1,,,Q41 During the  past year how often have you taken vitamin B12 as a single supplement regularly (at least once a week)?,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Q5,VITAMINS and SUPPLEMENTS,Q41b_2,Q41 HOW MANY YEARS VITAMIN B12,Char,4977,"* 0=Less than 1 year, 1=1, 2=2, 3=3-4, 4=5-9, 5=10+",1,,,Q41 For how many years have you taken vitamin B12 as a single supplement regularly (at least once a week)?,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
